,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Type
5601,BMW X5,Chennai,2017,21000,Diesel,Automatic,Second,15.97,2993,258,5.0,55,BMW
5602,Audi A6,Pune,2013,85000,Diesel,Automatic,First,17.68,1968,174.33,5.0,21,Audi
5603,Maruti Baleno,Jaipur,2017,27000,Petrol,Manual,First,21.4,1197,83.1,5.0,4,Maruti
5604,Hyundai Santa,Coimbatore,2016,45794,Diesel,Automatic,First,13.01,2199,194.3,7.0,20,Hyundai
5605,Chevrolet Cruze,Hyderabad,2013,57352,Diesel,Automatic,First,14.39,1998,163.7,5.0,6,Chevrolet
5606,Mercedes-Benz E-Class,Coimbatore,2018,41467,Diesel,Automatic,First,15.0,2143,204,5.0,37,Mercedes-Benz
5607,Hyundai Santro,Mumbai,2009,42000,Petrol,Manual,First,17.92,1086,62.1,5.0,1,Hyundai
5608,Maruti Wagon,Delhi,2014,62549,CNG,Manual,First,26.6,998,58.16,5.0,2,Maruti
5609,Maruti Ciaz,Hyderabad,2015,67048,Diesel,Manual,First,28.09,1248,88.5,5.0,7,Maruti
5610,Honda City,Kochi,2018,11732,Petrol,Manual,First,17.4,1497,117.3,5.0,10,Honda
5611,Nissan Terrano,Mumbai,2016,37000,Diesel,Manual,First,20.45,1461,83.8,5.0,6,Nissan
5612,BMW 3,Hyderabad,2015,30000,Diesel,Automatic,First,18.88,1995,184,5.0,22,BMW
5613,Honda City,Hyderabad,2016,53000,Diesel,Manual,First,26.0,1498,98.6,5.0,9,Honda
5614,Nissan Terrano,Jaipur,2014,60000,Diesel,Manual,First,20.45,1461,83.8,5.0,6,Nissan
5615,Hyundai Grand,Delhi,2014,65000,Diesel,Manual,First,24.0,1120,70,5.0,3,Hyundai
5616,Toyota Fortuner,Delhi,2015,92000,Diesel,Automatic,First,12.55,2982,168.5,7.0,19,Toyota
5617,Toyota Innova,Kolkata,2017,31000,Diesel,Manual,First,13.68,2393,147.8,7.0,16,Toyota
5618,Maruti Baleno,Chennai,2017,43917,Petrol,Manual,First,21.4,1197,83.1,5.0,6,Maruti
5619,Hyundai i10,Pune,2013,84000,Petrol,Manual,First,19.81,1086,68.05,5.0,2,Hyundai
5620,Audi Q7,Coimbatore,2015,55662,Diesel,Automatic,First,12.07,2967,241.4,7.0,42,Audi
5621,Volvo S60,Hyderabad,2014,51000,Diesel,Automatic,First,27.03,1969,190,5.0,21,Volvo
5622,Honda City,Jaipur,2015,24398,Petrol,Manual,First,17.8,1497,117.3,5.0,7,Honda
5623,Maruti Alto,Hyderabad,2011,78000,Petrol,Manual,Second,20.92,998,67.1,5.0,2,Maruti
5624,Honda Brio,Delhi,2012,40315,Petrol,Manual,First,18.5,1198,86.8,5.0,2,Honda
5625,Mahindra Scorpio,Jaipur,2011,83000,Diesel,Manual,First,12.05,2179,120,8.0,6,Mahindra
5626,Renault Duster,Kochi,2017,58151,Diesel,Automatic,First,19.6,1461,108.45,5.0,9,Renault
5627,Hyundai Creta,Kochi,2017,30519,Diesel,Manual,First,19.67,1582,126.2,5.0,12,Hyundai
5628,Tata Tiago,Coimbatore,2019,20712,Petrol,Manual,First,23.84,1199,84,5.0,6,Tata
5629,Mahindra XUV500,Mumbai,2015,48000,Diesel,Manual,First,16.0,2179,140,7.0,9,Mahindra
5630,Volkswagen Vento,Hyderabad,2015,85000,Diesel,Manual,First,20.34,1498,103.2,5.0,6,Volkswagen
5631,Mercedes-Benz B,Delhi,2013,32000,Petrol,Automatic,First,14.8,1595,120.7,5.0,11,Mercedes-Benz
5632,Maruti SX4,Delhi,2011,52000,Petrol,Manual,First,15.5,1586,103.3,5.0,2,Maruti
5633,Hyundai Getz,Hyderabad,2007,58307,Petrol,Manual,First,15.3,1341,83,5.0,1,Hyundai
5634,BMW 6,Mumbai,2013,30000,Diesel,Automatic,First,17.54,2993,313,4.0,45,BMW
5635,Audi A4,Chennai,2014,40000,Diesel,Automatic,First,17.11,1968,174.33,5.0,22,Audi
5636,Hyundai i20,Kolkata,2015,36000,Petrol,Manual,First,18.6,1197,81.83,5.0,4,Hyundai
5637,Nissan Terrano,Kochi,2015,58817,Diesel,Manual,First,19.87,1461,83.14,5.0,6,Nissan
5638,Volkswagen Vento,Chennai,2013,55000,Diesel,Manual,Second,20.54,1598,103.6,5.0,6,Volkswagen
5639,Hyundai i10,Mumbai,2011,39000,Petrol,Manual,First,20.36,1197,78.9,5.0,2,Hyundai
5640,Lamborghini Gallardo,Delhi,2011,6500,Petrol,Automatic,Third,6.4,5204,560,2.0,120,Lamborghini
5641,Jaguar XF,Hyderabad,2012,35000,Diesel,Automatic,First,14.74,2993,270.9,5.0,29,Jaguar
5642,Maruti Swift,Pune,2010,49900,Petrol,Manual,Second,17.5,1298,85.8,5.0,3,Maruti
5643,Tata Indica,Hyderabad,2013,99500,Diesel,Manual,Second,22.3,1248,74,5.0,3,Tata
5644,Hyundai i20,Kolkata,2012,33249,Diesel,Manual,First,21.27,1396,88.76,5.0,3,Hyundai
5645,Hyundai Xcent,Delhi,2014,52000,Petrol,Manual,First,19.1,1197,81.86,5.0,3,Hyundai
5646,Toyota Innova,Mumbai,2015,45000,Diesel,Manual,First,12.99,2494,100.6,7.0,13,Toyota
5647,Tata Tiago,Hyderabad,2017,22000,Petrol,Manual,First,23.84,1199,84,5.0,4,Tata
5648,Renault KWID,Kochi,2019,7858,Petrol,Manual,First,25.17,799,53.3,5.0,3,Renault
5649,Toyota Innova,Pune,2011,112000,Diesel,Manual,First,12.8,2494,102,7.0,8,Toyota
5650,Mercedes-Benz E-Class,Coimbatore,2016,41082,Diesel,Automatic,First,13.0,2143,204,5.0,38,Mercedes-Benz
5651,Honda City,Ahmedabad,2009,72000,Petrol,Automatic,First,16.8,1497,116.4,5.0,3,Honda
5652,Hyundai i10,Hyderabad,2011,84912,Petrol,Manual,First,20.36,1197,78.9,5.0,3,Hyundai
5653,Hyundai Creta,Pune,2015,70000,Diesel,Manual,First,19.67,1582,126.2,5.0,12,Hyundai
5654,Honda Amaze,Mumbai,2014,21000,Petrol,Manual,First,19.5,1199,86.76,5.0,4,Honda
5655,Volkswagen Polo,Delhi,2016,27000,Petrol,Manual,First,18.78,999,74,5.0,4,Volkswagen
5656,Hyundai i10,Kolkata,2012,29000,Petrol,Manual,First,20.36,1197,78.9,5.0,2,Hyundai
5657,Renault Pulse,Hyderabad,2014,48425,Diesel,Manual,First,23.08,1461,63.12,5.0,3,Renault
5658,Volkswagen Vento,Pune,2016,19000,Diesel,Automatic,First,21.5,1498,108.5,5.0,10,Volkswagen
5659,Toyota Innova,Hyderabad,2012,210000,Diesel,Manual,First,12.99,2494,100,7.0,9,Toyota
5660,Toyota Corolla,Delhi,2013,64000,Petrol,Manual,Second,14.53,1798,138.1,5.0,5,Toyota
5661,Hyundai Verna,Chennai,2006,200000,Diesel,Manual,Second,16.8,1493,110,5.0,1,Hyundai
5662,Mercedes-Benz GL-Class,Chennai,2013,100000,Diesel,Automatic,Second,11.3,2987,254.8,7.0,38,Mercedes-Benz
5663,Renault Duster,Kochi,2013,69140,Diesel,Manual,First,20.46,1461,83.8,5.0,5,Renault
5664,Skoda Rapid,Coimbatore,2019,21214,Petrol,Manual,First,15.41,1598,103.52,5.0,9,Skoda
5665,Hyundai i10,Kolkata,2015,28000,Petrol,Manual,First,20.36,1197,78.9,5.0,3,Hyundai
5666,Mahindra KUV,Kochi,2017,29085,Petrol,Manual,First,18.15,1198,82,6.0,5,Mahindra
5667,Maruti Celerio,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998,67.04,5.0,3,Maruti
5668,Maruti A-Star,Mumbai,2012,32910,Petrol,Automatic,First,16.98,998,66.1,5.0,2,Maruti
5669,Honda City,Kolkata,2015,30000,Diesel,Manual,First,25.1,1498,98.6,5.0,6,Honda
5670,Skoda Superb,Pune,2010,35102,Petrol,Automatic,First,12.6,1798,161.6,5.0,5,Skoda
5671,Hyundai Grand,Coimbatore,2017,22831,Petrol,Manual,First,18.9,1197,82,5.0,6,Hyundai
5672,Renault Duster,Hyderabad,2013,74911,Diesel,Manual,First,20.45,1461,83.8,5.0,6,Renault
5673,Hyundai Grand,Pune,2015,21000,Petrol,Manual,First,18.9,1197,82,5.0,3,Hyundai
5674,Ford EcoSport,Kochi,2018,37160,Diesel,Manual,First,22.77,1498,98.59,5.0,9,Ford
5675,Nissan Sunny,Jaipur,2011,41000,Petrol,Manual,Second,16.95,1498,97.7,5.0,3,Nissan
5676,Ford Figo,Chennai,2016,37294,Diesel,Manual,First,25.83,1498,99,5.0,5,Ford
5677,Honda Civic,Coimbatore,2009,56927,Petrol,Manual,First,13.5,1799,130,5.0,4,Honda
5678,Renault KWID,Kochi,2017,21954,Petrol,Manual,First,25.17,799,53.3,5.0,3,Renault
5679,Honda Brio,Kolkata,2014,50000,Petrol,Manual,Second,19.4,1198,86.8,5.0,2,Honda
5680,Maruti Swift,Coimbatore,2012,78212,Petrol,Manual,First,16.1,1298,88.2,5.0,5,Maruti
5681,Hyundai i20,Delhi,2013,64500,Diesel,Manual,First,21.9,1396,88.8,5.0,3,Hyundai
5682,Skoda Superb,Delhi,2014,51000,Diesel,Automatic,First,17.2,1968,138.03,5.0,13,Skoda
5683,Maruti Wagon,Delhi,2012,52000,Petrol,Manual,First,18.9,998,67.1,5.0,2,Maruti
5684,Volkswagen Vento,Mumbai,2015,120000,Diesel,Automatic,First,21.21,1498,103.2,5.0,5,Volkswagen
5685,Honda City,Coimbatore,2017,65792,Diesel,Manual,First,26.0,1498,98.6,5.0,8,Honda
5686,Hyundai i20,Ahmedabad,2018,30000,Diesel,Manual,First,22.54,1396,88.73,5.0,7,Hyundai
5687,Nissan Micra,Coimbatore,2017,54387,Petrol,Automatic,First,19.15,1198,75.94,5.0,5,Nissan
5688,Renault KWID,Mumbai,2018,1617,Petrol,Manual,First,25.17,799,53.3,5.0,4,Renault
5689,Honda City,Hyderabad,2015,82000,Diesel,Manual,First,25.6,1498,98.6,5.0,8,Honda
5690,Toyota Innova,Mumbai,2017,20000,Diesel,Manual,First,13.68,2393,147.8,8.0,16,Toyota
5691,Maruti Baleno,Jaipur,2015,98000,Diesel,Manual,First,27.39,1248,74,5.0,5,Maruti
5692,Ford EcoSport,Delhi,2015,57000,Diesel,Manual,First,22.77,1498,98.59,5.0,6,Ford
5693,Toyota Innova,Jaipur,2013,250000,Diesel,Manual,Second,12.99,2494,100.6,8.0,7,Toyota
5694,Ford Ecosport,Hyderabad,2014,56549,Diesel,Manual,First,22.7,1498,89.84,5.0,7,Ford
5695,Volkswagen Polo,Bangalore,2012,78500,Diesel,Manual,First,22.07,1199,73.9,5.0,3,Volkswagen
5696,Hyundai i20,Kochi,2016,55036,Diesel,Manual,First,22.54,1396,88.73,5.0,6,Hyundai
5697,Renault Duster,Pune,2016,55000,Diesel,Manual,First,19.87,1461,83.8,5.0,7,Renault
5698,Ford Ikon,Chennai,2007,90000,Petrol,Manual,Second,13.8,1299,70,5.0,1,Ford
5699,Ford Endeavour,Chennai,2007,155000,Diesel,Manual,First,13.1,2499,141,7.0,5,Ford
5700,Maruti Baleno,Hyderabad,2018,17810,Diesel,Manual,First,27.39,1248,74,5.0,8,Maruti
5701,Mercedes-Benz New,Kochi,2011,42408,Diesel,Automatic,First,14.84,2143,170,5.0,10,Mercedes-Benz
5702,Maruti Esteem,Ahmedabad,2005,81000,Petrol,Manual,Second,15.9,1298,85,5.0,0,Maruti
5703,Tata Indigo,Pune,2008,52000,Petrol,Manual,Second,12.85,1396,99.6,5.0,1,Tata
5704,BMW 5,Mumbai,2013,35000,Diesel,Automatic,First,16.73,2993,218,5.0,21,BMW
5705,Hyundai Santro,Delhi,2013,60000,Petrol,Manual,First,17.92,1086,62.1,5.0,2,Hyundai
5706,Skoda Octavia,Mumbai,2015,27000,Diesel,Automatic,First,19.5,1968,141,5.0,14,Skoda
5707,Audi A6,Coimbatore,2017,55975,Diesel,Automatic,Second,17.68,1968,174.33,5.0,35,Audi
5708,Ford Figo,Pune,2016,115000,Diesel,Manual,First,25.83,1498,99,5.0,4,Ford
5709,Mahindra Xylo,Hyderabad,2016,132000,Diesel,Manual,First,14.95,2489,93.7,7.0,5,Mahindra
5710,Maruti Celerio,Mumbai,2015,40337,Petrol,Automatic,First,23.1,998,67.04,5.0,4,Maruti
5711,Toyota Innova,Chennai,2008,192000,Diesel,Manual,First,12.8,2494,102,8.0,6,Toyota
5712,Hyundai Grand,Bangalore,2016,50000,Diesel,Manual,First,24.0,1120,70,5.0,5,Hyundai
5713,Hyundai Grand,Kochi,2016,28147,Petrol,Manual,First,18.9,1197,81.86,5.0,5,Hyundai
5714,Hyundai Grand,Mumbai,2015,20000,Petrol,Manual,First,18.9,1197,82,5.0,3,Hyundai
5715,Hyundai Elite,Chennai,2016,11000,Petrol,Manual,First,18.6,1197,81.86,5.0,7,Hyundai
5716,Maruti Zen,Jaipur,2009,63000,Petrol,Manual,Second,18.2,998,67.1,5.0,1,Maruti
5717,Maruti Alto,Kochi,2014,36967,Petrol,Manual,First,20.92,998,67.1,5.0,3,Maruti
5718,Toyota Fortuner,Jaipur,2016,73053,Diesel,Manual,First,13.0,2982,168.5,7.0,20,Toyota
5719,Mahindra Thar,Coimbatore,2019,16392,Diesel,Manual,First,16.55,2498,105,6.0,10,Mahindra
5720,Toyota Etios,Jaipur,2013,67000,Petrol,Manual,Second,16.78,1496,88.73,5.0,4,Toyota
5721,Mercedes-Benz GL-Class,Mumbai,2015,48600,Diesel,Automatic,First,12.0,2987,224,7.0,48,Mercedes-Benz
5722,Renault Duster,Bangalore,2014,70000,Diesel,Manual,First,19.6,1461,108.45,5.0,8,Renault
5723,Maruti Swift,Pune,2014,84000,Diesel,Manual,First,22.9,1248,74,5.0,5,Maruti
5724,Volkswagen Vento,Mumbai,2013,49106,Petrol,Manual,First,15.04,1598,103.2,5.0,4,Volkswagen
5725,Skoda Superb,Mumbai,2017,35000,Diesel,Automatic,First,18.19,1968,174.5,5.0,25,Skoda
5726,BMW 3,Kochi,2014,51240,Diesel,Automatic,First,8.2,2993,245,4.0,29,BMW
5727,Maruti Wagon,Kolkata,2011,37000,Petrol,Manual,Second,18.9,998,67.1,5.0,2,Maruti
5728,Renault KWID,Kochi,2017,32587,Petrol,Manual,First,25.17,799,53.3,5.0,3,Renault
5729,Ford Endeavour,Pune,2009,180000,Diesel,Manual,First,10.9,2499,143,7.0,7,Ford
5730,Maruti Vitara,Kochi,2017,21248,Diesel,Manual,First,24.3,1248,88.5,5.0,9,Maruti
5731,Mercedes-Benz E-Class,Delhi,2014,40000,Petrol,Automatic,First,10.5,1796,157.7,5.0,24,Mercedes-Benz
5732,Mercedes-Benz C-Class,Ahmedabad,2019,4000,Diesel,Automatic,First,0.0,1950,194,5.0,35,Mercedes-Benz
5733,Maruti Ertiga,Mumbai,2017,23700,CNG,Manual,First,17.5,1373,80.46,7.0,8,Maruti
5734,Audi A4,Delhi,2011,57000,Diesel,Automatic,Second,16.55,1968,147.51,5.0,9,Audi
5735,Hyundai Grand,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197,82,5.0,3,Hyundai
5736,Mitsubishi Pajero,Jaipur,2014,70000,Diesel,Manual,Second,13.5,2477,175.56,7.0,11,Mitsubishi
5737,Mercedes-Benz New,Coimbatore,2012,92469,Diesel,Automatic,Second,19.71,2143,201.15,5.0,16,Mercedes-Benz
5738,Maruti Wagon,Pune,2015,55000,CNG,Manual,First,26.6,998,58.16,5.0,3,Maruti
5739,Maruti Alto,Ahmedabad,2017,20000,Petrol,Automatic,First,24.07,998,67.1,5.0,4,Maruti
5740,Hyundai i20,Delhi,2015,42000,Petrol,Manual,Second,18.6,1197,81.83,5.0,5,Hyundai
5741,Maruti Swift,Kolkata,2014,28000,Diesel,Manual,First,23.4,1248,74,5.0,4,Maruti
5742,Mercedes-Benz R-Class,Pune,2010,93000,Petrol,Automatic,Second,11.8,3498,272,7.0,15,Mercedes-Benz
5743,Ford EcoSport,Mumbai,2015,23000,Petrol,Automatic,First,15.63,1499,110.4,5.0,6,Ford
5744,Honda City,Bangalore,2016,36000,Diesel,Manual,First,25.1,1498,98.6,5.0,10,Honda
5745,Maruti Alto,Chennai,2014,52000,Petrol,Manual,First,20.92,998,67.1,5.0,2,Maruti
5746,Maruti Ertiga,Hyderabad,2015,59245,Diesel,Manual,First,20.77,1248,88.8,7.0,8,Maruti
5747,Hyundai i20,Pune,2018,31000,Diesel,Manual,First,22.54,1396,88.73,5.0,7,Hyundai
5748,Tata Indigo,Pune,2015,83000,Petrol,Manual,First,15.64,1193,64.08,5.0,2,Tata
5749,Maruti Alto,Hyderabad,2004,81500,Petrol,Manual,Second,19.7,796,46.3,5.0,1,Maruti
5750,Hyundai Creta,Hyderabad,2018,9900,Petrol,Manual,First,15.8,1591,121.3,5.0,13,Hyundai
5751,Maruti Wagon,Pune,2004,94000,Petrol,Manual,Second,18.9,998,67.1,5.0,1,Maruti
5752,Toyota Etios,Kochi,2017,27100,Petrol,Manual,First,16.78,1496,88.73,5.0,6,Toyota
5753,Toyota Etios,Kolkata,2015,12000,Petrol,Manual,First,16.78,1496,88.73,5.0,4,Toyota
5754,Renault Duster,Mumbai,2013,29000,Diesel,Manual,First,19.01,1461,108.45,5.0,6,Renault
5755,Maruti Swift,Mumbai,2013,65000,Diesel,Manual,Second,19.3,1248,73.9,5.0,4,Maruti
5756,Mercedes-Benz GLC,Coimbatore,2017,50794,Diesel,Automatic,First,17.9,2143,170,5.0,43,Mercedes-Benz
5757,Ford Ecosport,Mumbai,2014,59000,Diesel,Manual,First,22.7,1498,89.84,5.0,6,Ford
5758,Maruti Wagon,Mumbai,2012,72000,CNG,Manual,First,26.2,998,58.2,5.0,2,Maruti
5759,Maruti Ciaz,Hyderabad,2017,15234,Petrol,Automatic,First,19.12,1373,91.1,5.0,9,Maruti
5760,Ford Ecosport,Mumbai,2015,44000,Diesel,Manual,First,22.7,1498,89.84,5.0,7,Ford
5761,Tata Zest,Hyderabad,2016,125000,Diesel,Manual,First,22.95,1248,74,5.0,4,Tata
5762,Ford Endeavour,Chennai,2011,100000,Diesel,Automatic,First,11.4,2953,153.86,7.0,8,Ford
5763,Renault Duster,Coimbatore,2017,34686,Diesel,Automatic,First,19.6,1461,108.45,5.0,11,Renault
5764,Nissan X-Trail,Pune,2011,98000,Diesel,Manual,First,14.42,1995,147.6,5.0,8,Nissan
5765,Toyota Fortuner,Delhi,2015,90000,Diesel,Automatic,First,12.55,2982,168.5,7.0,21,Toyota
5766,Chevrolet Aveo,Pune,2007,81000,Petrol,Manual,First,15.26,1150,74.9,5.0,1,Chevrolet
5767,Skoda Rapid,Chennai,2012,55000,Diesel,Manual,First,20.5,1598,103.5,5.0,5,Skoda
5768,Mahindra XUV500,Bangalore,2013,52910,Diesel,Manual,Second,15.1,2179,140,7.0,9,Mahindra
5769,Maruti Swift,Chennai,2010,100000,Diesel,Manual,First,19.3,1248,73.9,5.0,4,Maruti
5770,Skoda Octavia,Hyderabad,2003,132000,Diesel,Manual,First,18.7,1896,66,5.0,2,Skoda
5771,Chevrolet Enjoy,Mumbai,2014,18000,Petrol,Manual,First,13.7,1399,98.82,7.0,3,Chevrolet
5772,Hyundai Accent,Kolkata,2005,50000,Petrol,Manual,First,13.2,1495,94,5.0,0,Hyundai
5773,Mercedes-Benz New,Bangalore,2012,33000,Petrol,Automatic,First,14.74,1991,184,5.0,16,Mercedes-Benz
5774,Renault Duster,Pune,2014,30000,Diesel,Manual,First,20.45,1461,83.8,5.0,8,Renault
5775,Jaguar F,Hyderabad,2015,8000,Petrol,Automatic,First,12.5,5000,488.1,2.0,100,Jaguar
5776,Hyundai Verna,Kochi,2012,58646,Diesel,Manual,First,22.32,1582,126.32,5.0,4,Hyundai
5777,Mercedes-Benz E-Class,Mumbai,2016,21000,Diesel,Automatic,First,13.0,2143,204,5.0,36,Mercedes-Benz
5778,Volkswagen Vento,Kochi,2015,57026,Petrol,Manual,First,15.04,1598,103.6,5.0,5,Volkswagen
5779,Skoda Superb,Mumbai,2017,42000,Diesel,Automatic,First,18.19,1968,174.5,5.0,22,Skoda
5780,Mahindra Scorpio,Kochi,2017,26741,Diesel,Manual,First,15.4,1997,120,7.0,10,Mahindra
5781,Maruti 800,Pune,2000,78000,Petrol,Manual,First,16.1,796,37,4.0,0,Maruti
5782,Audi Q5,Coimbatore,2018,29091,Diesel,Automatic,First,13.22,2967,241.4,5.0,45,Audi
5783,Mahindra NuvoSport,Coimbatore,2018,37323,Diesel,Manual,Second,17.45,1493,100,7.0,7,Mahindra
5784,Volkswagen Vento,Chennai,2011,55595,Diesel,Manual,Second,20.54,1598,103.6,5.0,4,Volkswagen
5785,Maruti Swift,Chennai,2015,49900,Petrol,Manual,First,20.85,1197,83.14,5.0,4,Maruti
5786,Maruti Ertiga,Mumbai,2012,52500,Petrol,Manual,Second,16.02,1373,93.7,7.0,5,Maruti
5787,Maruti Alto,Chennai,2016,5700,Petrol,Manual,First,24.7,796,47.3,5.0,2,Maruti
5788,Hyundai i20,Kochi,2014,53340,Diesel,Manual,First,21.9,1396,88.76,5.0,4,Hyundai
5789,Ford Ecosport,Kolkata,2014,57000,Diesel,Manual,First,22.7,1498,89.84,5.0,5,Ford
5790,Maruti Alto,Pune,2015,59525,CNG,Manual,Second,32.26,998,58.2,4.0,3,Maruti
5791,Volkswagen Vento,Bangalore,2014,58000,Diesel,Manual,First,20.34,1498,103.2,5.0,6,Volkswagen
5792,Mahindra Scorpio,Bangalore,2011,73000,Diesel,Manual,First,12.05,2179,120,8.0,6,Mahindra
5793,Ford Figo,Kochi,2016,33554,Diesel,Manual,First,25.83,1498,99,5.0,6,Ford
5794,Toyota Innova,Mumbai,2012,106000,Diesel,Manual,First,12.99,2494,100,8.0,8,Toyota
5795,Maruti Dzire,Pune,2018,27000,Diesel,Manual,First,28.4,1248,73.75,5.0,5,Maruti
5796,Renault KWID,Pune,2018,1000,Petrol,Manual,First,25.17,799,53.3,5.0,3,Renault
5797,Ford Endeavour,Jaipur,2011,119000,Diesel,Manual,Third,13.1,2499,141,7.0,6,Ford
5798,Ford EcoSport,Delhi,2015,64000,Petrol,Manual,First,18.88,999,123.24,5.0,6,Ford
5799,Hyundai Creta,Hyderabad,2016,63738,Diesel,Manual,First,19.67,1582,126.2,5.0,11,Hyundai
5800,BMW 5,Bangalore,2016,16000,Diesel,Automatic,First,14.69,2993,258,5.0,48,BMW
5801,Maruti Ertiga,Mumbai,2017,28000,Petrol,Automatic,First,18.69,1462,103,7.0,8,Maruti
5802,Skoda Laura,Hyderabad,2007,91000,Diesel,Automatic,Second,15.6,1896,106,5.0,2,Skoda
5803,Chevrolet Beat,Kolkata,2013,25000,Petrol,Manual,First,18.6,1199,79.4,5.0,1,Chevrolet
5804,Audi Q3,Bangalore,2014,65630,Diesel,Automatic,First,15.73,1968,174.33,5.0,21,Audi
5805,Honda City,Pune,2014,48094,Petrol,Manual,First,17.0,1497,118,5.0,7,Honda
5806,Maruti Swift,Pune,2009,90456,Petrol,Manual,Second,16.1,1298,88.2,5.0,3,Maruti
5807,Ford Figo,Jaipur,2012,140000,Diesel,Manual,First,20.0,1399,68,5.0,2,Ford
5808,Toyota Fortuner,Chennai,2015,95000,Diesel,Automatic,First,12.55,2982,168.5,7.0,19,Toyota
5809,Mercedes-Benz New,Pune,2013,79000,Diesel,Manual,Second,15.8,2148,170,5.0,15,Mercedes-Benz
5810,Toyota Innova,Chennai,2012,96000,Diesel,Manual,First,12.99,2494,100,7.0,11,Toyota
5811,Honda City,Coimbatore,2004,186679,Petrol,Manual,Second,13.0,1493,100,5.0,1,Honda
5812,Honda Amaze,Jaipur,2015,91000,Diesel,Manual,First,25.8,1498,98.6,5.0,4,Honda
5813,Toyota Corolla,Delhi,2010,109703,Petrol,Automatic,Second,14.28,1798,138.03,5.0,4,Toyota
5814,Tata Indica,Hyderabad,2012,110000,Diesel,Manual,First,22.3,1248,74,5.0,2,Tata
5815,Mahindra XUV500,Mumbai,2012,35000,Diesel,Manual,First,16.0,2179,140,7.0,8,Mahindra
5816,Maruti Ritz,Kolkata,2010,47722,Diesel,Manual,First,21.1,1248,73.9,5.0,1,Maruti
5817,Mercedes-Benz New,Mumbai,2013,25000,Petrol,Automatic,First,14.74,1991,181.04,5.0,14,Mercedes-Benz
5818,Hyundai Verna,Mumbai,2018,8000,Petrol,Automatic,First,17.0,1591,121.3,5.0,12,Hyundai
5819,Mercedes-Benz New,Hyderabad,2012,65000,Diesel,Automatic,First,14.94,2143,204,5.0,16,Mercedes-Benz
5820,Maruti Wagon,Hyderabad,2018,1048,Petrol,Manual,First,18.9,998,67.1,5.0,4,Maruti
5821,Maruti Ertiga,Bangalore,2014,42000,Petrol,Manual,Second,16.02,1373,93.7,7.0,5,Maruti
5822,Skoda Rapid,Hyderabad,2013,55000,Diesel,Manual,First,20.5,1598,103.5,5.0,8,Skoda
5823,Toyota Innova,Delhi,2010,72000,Diesel,Manual,First,12.8,2494,102,8.0,5,Toyota
5824,Mercedes-Benz GLA,Kochi,2018,17773,Petrol,Automatic,First,13.7,1991,183,5.0,26,Mercedes-Benz
5825,Volkswagen Polo,Hyderabad,2013,65000,Diesel,Manual,Second,20.14,1498,88,5.0,3,Volkswagen
5826,Hyundai Santro,Mumbai,2008,65000,Petrol,Manual,Second,0.0,1086,62,5.0,1,Hyundai
5827,Hyundai Verna,Kolkata,2013,53280,Diesel,Manual,First,22.32,1582,126.3,5.0,4,Hyundai
5828,Volkswagen Ameo,Ahmedabad,2016,34005,Petrol,Manual,First,17.0,1198,73.75,5.0,5,Volkswagen
5829,Hyundai i20,Coimbatore,2017,14618,Petrol,Manual,First,18.6,1197,81.83,5.0,8,Hyundai
5830,Maruti Wagon,Delhi,2006,65771,Petrol,Manual,Second,17.3,1061,64,5.0,0,Maruti
5831,Tata Indica,Pune,2006,78000,Petrol,Manual,Second,13.5,1405,60,5.0,1,Tata
5832,Mahindra Xylo,Hyderabad,2016,105545,Diesel,Manual,First,14.0,2498,112,7.0,5,Mahindra
5833,ISUZU D-MAX,Jaipur,2017,25000,Diesel,Manual,First,12.4,2499,134,5.0,8,ISUZU
5834,Hyundai i20,Pune,2010,80561,Petrol,Manual,First,18.5,1197,80,5.0,2,Hyundai
5835,Maruti Baleno,Mumbai,2017,6000,Petrol,Manual,First,21.4,1197,83.1,5.0,7,Maruti
5836,Tata Hexa,Jaipur,2016,39000,Diesel,Automatic,First,17.6,2179,153.86,7.0,13,Tata
5837,Volkswagen Polo,Kolkata,2011,55001,Petrol,Manual,First,16.47,1198,73.9,5.0,2,Volkswagen
5838,Mercedes-Benz New,Mumbai,2012,63720,Petrol,Automatic,First,11.74,1796,186,5.0,13,Mercedes-Benz
5839,Hyundai Getz,Jaipur,2005,100000,Petrol,Manual,Second,15.3,1341,83,5.0,0,Hyundai
5840,Tata Tiago,Kochi,2017,15386,Petrol,Manual,First,23.84,1199,84,5.0,5,Tata
5841,Renault Duster,Mumbai,2013,102486,Diesel,Manual,First,19.87,1461,83.8,5.0,4,Renault
5842,Audi A4,Coimbatore,2013,58629,Diesel,Automatic,Second,18.25,1968,187.74,5.0,16,Audi
5843,Tata New,Pune,2008,86000,Diesel,Manual,Third,13.93,2179,138,7.0,0,Tata
5844,Maruti Swift,Hyderabad,2012,68238,Diesel,Manual,First,22.9,1248,74,5.0,4,Maruti
5845,Skoda Superb,Mumbai,2011,42036,Petrol,Automatic,First,13.7,1798,157.75,5.0,6,Skoda
5846,Hyundai Elantra,Mumbai,2014,55619,Petrol,Manual,First,16.3,1797,147.5,5.0,8,Hyundai
